Item	Category	Sources
Diabolic Bottoms of Striking	Instance	Dun Scaith
Petalite Ring of Fending	Loot	Dwarven Mythril Ring Coffer (IL 415)
Amaurotine Ring of Slaying	Instance	Amaurot	The Twinning	Akadaemia Anyder
Amaurotine Ring of Aiming	Instance	Amaurot	The Twinning	Akadaemia Anyder
Obsolete Android's Wristdress of Healing	Instance	The Tower at Paradigm's Breach
High Durium Armguards of Aiming	Loot	Horse Chestnut Hand Gear Coffer (IL 515)
Obsolete Android's Gloves of Aiming	Instance	The Tower at Paradigm's Breach
Monocle of Divine Death	Instance	Hullbreaker Isle	The Tam-Tara Deepcroft (Hard)	The Stone Vigil (Hard)
Ballad Crown	Instance	The Labyrinth of the Ancients
Shikaree's Mask	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Magician's Hat	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Antiquated Seventh Heaven Circlet	Loot	Seventh Heaven Attire Coffer (IL 290)
Skallic Cap of Aiming	Instance	The Drowned City of Skalla
Arhat Hanbo of Striking	Instance	Ala Mhigo	Kugane Castle	The Temple of the Fist
Antiquated Seventh Hell Petasos	Loot	Seventh Hell Attire Coffer (IL 290)
Gambanteinn	Instance	The Aery
Hoplite Ring	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
True Ice Rod	Loot	Ice Weapon Coffer (IL 110)
True Ice Rod	Instance	The Akh Afah Amphitheatre (Extreme)
Demagogue Ring	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Yew Wand	Loot	Level 28 Weapon Coffer
Abyssos Staff	Loot	Abyssos Weapon Coffer (IL 635)
Abyssos Staff	Instance	Abyssos: The Eighth Circle (Savage)
Dreadwyrm Bracelet of Fending	Instance	The Final Coil of Bahamut - Turn 1
True Ice Bracelet of Fending	Instance	The Akh Afah Amphitheatre (Extreme)
Dreadwyrm Bracelet of Aiming	Instance	The Final Coil of Bahamut - Turn 1
Augmented Crystarium Circlet of Maiming	Loot	Crystarium Gear of Maiming Coffer (IL 500)
Edenchoir Helm of Fending	Loot	Edenchoir Head Gear Coffer (IL 500)
Paglth'an Visor of Scouting	Instance	Paglth'an
Anamnesis Thighboots of Healing	Instance	Anamnesis Anyder
Warg Shoes of Healing	Instance	The Grand Cosmos
Edenchoir Hat of Casting	Loot	Edenchoir Head Gear Coffer (IL 500)
Warg Greaves of Maiming	Instance	The Grand Cosmos
Paglth'an Visor of Striking	Instance	Paglth'an
Augmented Crystarium Halfmask of Casting	Loot	Crystarium Gear of Casting Coffer (IL 500)
Anamnesis Thighboots of Aiming	Instance	Anamnesis Anyder
Warg Shoes of Scouting	Instance	The Grand Cosmos
Chondrite Magitek Tuck	Loot	Chondrite Weapon Coffer (IL 545)
Valentione Emissary's Boots	Loot	Vested Emissary's Attire Coffer
No.2 Type B Boots	Loot	No.2 Type B Materiel Storage Crate
Endless Summer Sandals	Loot	Endless Summer Coffer
Valentione Emissary's Dress Boots	Loot	Frilled Emissary's Attire Coffer
Werewolf Legs	Loot	Werewolf Attire Chest for Women
Werewolf Feet	Loot	Werewolf Attire Chest for Men
Morkinskinna	Instance	The Aery
Dreadwyrm Grimoire	Loot	Dreadwyrm Weapon Coffer (IL 135)
Dreadwyrm Grimoire	Instance	The Final Coil of Bahamut - Turn 4
Gordian Mail of Striking	Loot	Gordian Chest Gear Coffer (IL 210)
Wrangler's Jacket	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Machinist's Shirt	Loot	Machinist's Armor Coffer (IL 210)
White Oak Cane	Loot	White Oak Weapon Coffer (IL 385)
Edenchoir Daggers	Loot	Edenchoir Weapon Coffer (IL 505)
Edenchoir Daggers	Instance	Eden's Verse: Refulgence (Savage)
Phthonos	Loot	Hades Weapon Coffer (IL 465)
Phthonos	Instance	The Minstrel's Ballad: Hades's Elegy
Deepgold Daggers	Loot	Deepgold Weapon Coffer (IL 395)
Dwarven Mythril Rotaries	Loot	Dwarven Mythril Weapon Coffer (IL 415)
Fae Knives	Instance	Dohn Mheg
Nabaath Vest of Fending	Instance	Malikah's Well
The Forgiven's Armor of Fending	Instance	Mt. Gulg
Minefiend's Costume Work Shirt	Loot	Minefiend's Costume Coffer
Nabaath Coat of Scouting	Instance	Malikah's Well
Ovim Wool Coat of Striking	Loot	Titanbronze Chest Gear Coffer (IL 409)
Darbar Mitts of Casting	Instance	Alzadaal's Legacy
Dwarven Mythril Chainmail of Fending	Loot	Dwarven Mythril Chest Gear Coffer (IL 415)
Valkyrie's Bracelet of Aiming	Instance	Xelphatol	The Great Gubal Library (Hard)
Prophet's Bangles	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Anamnesis Coat of Casting	Instance	Anamnesis Anyder
Viking Bangles	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Berserker's Bangles	Instance	Sohr Khai	Hullbreaker Isle (Hard)
YoRHa Type-51 Jacket of Healing	Instance	The Copied Factory
Bogatyr's Longcoat of Aiming	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Allagan Cuirass of Aiming	Loot	Allagan Chest Gear Coffer (IL 90)
Melee Cyclas	Loot	Melee Attire Coffer (IL 90)
Bard's Shirt	Loot	Bard's Attire Coffer (IL 90)
Koga Chainmail	Loot	Koga Garb Coffer (IL 90)
Darklight Kite Shield	Loot	Paladin's Darklight Arms (IL 55)
Manor Bandana	Instance	Haukke Manor
Canopus Shield	Loot	Paladin's Templar Arms (Lv. 47)
Nighthawk Visor	Instance	The Thousand Maws of Toto-Rak
Doctore's Hat	Instance	Halatali
Saigaskin Trousers of Maiming	Loot	Phrygian Leg Gear Coffer (IL 533)
Kumbhiraskin Cuisses of the Behemoth Queen	Loot	Ironwood Leg Gear Coffer (IL 539)
Manusya Trousers of Healing	Instance	The Tower of Zot
Luncheon Toadskin Hose of Healing	Loot	Pewter Leg Gear Coffer (IL 525)
Aetherial Pearl Ring	Instance	Cutter's Cry
Mourning Orchestrion Roll	Instance	The Tower at Paradigm's Breach
Aetherial Rubellite Ring	Instance	The Aurum Vale
Aetherial Amber Ring	Instance	The Aurum Vale
Nameless Hakama	Loot	Nameless Armor Coffer (IL 115)
Voidcast Cavalry Bow	Loot	Voidcast Weapon Coffer (IL 645)
Voidcast Cavalry Bow	Instance	The Voidcast Dais (Extreme)
Verdant Scepter	Instance	The Aurum Vale
Byakko's Revolver	Loot	Byakko Weapon Coffer (IL 355)
Byakko's Revolver	Instance	The Jade Stoa (Extreme)
Heirloom Gaskins of Scouting	Instance	Matoya's Relict
Genji Arquebus	Loot	Genji Weapon Coffer (IL 345)
Genji Arquebus	Instance	Deltascape V4.0 (Savage)
Dravanian Tunic of Striking	Instance	The Antitower	The Lost City of Amdapor (Hard)
Void Ark Robe of Casting	Instance	The Void Ark
Dravanian Robe of Healing	Instance	The Antitower	The Lost City of Amdapor (Hard)
Aetherial Sphene Choker	Instance	Haukke Manor
Aetherial Danburite Choker	Instance	Haukke Manor
Sipahi Crakows	Instance	The Wanderer's Palace	Amdapor Keep
Vermilion Sollerets	Instance	The Wanderer's Palace	Amdapor Keep
Austere Leggings	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Warlock's Pattens	Instance	The Wanderer's Palace	Amdapor Keep
Halonic Ostiary's Cuirass	Instance	The Vault
Orthodox Robe of Casting	Instance	The Aery
Picaroon's Headgear of Maiming	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Phlegethon's Mask	Instance	Syrcus Tower
Cracked Anthocluster	Instance	Euphrosyne
Ivalician Chemist's Gloves	Instance	The Ridorana Lighthouse
Royal Volunteer's Gloves of Scouting	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Royal Volunteer's Fingerless Gloves of Healing	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Asphodelos Boots of Fending	Loot	Asphodelos Foot Gear Coffer (IL 600)
Diabolic Boots of Casting	Instance	Dun Scaith
Diabolic Sabatons of Fending	Instance	Dun Scaith
Manalis Sabatons of Striking	Instance	Lapis Manalis
Softstepper's Babouches	Loot	Softstepper's Attire Coffer (IL 255)
Asphodelos Boots of Scouting	Loot	Asphodelos Foot Gear Coffer (IL 600)
Tsukuyomi's Ephemeris	Loot	Tsukuyomi Weapon Coffer (IL 365)
Tsukuyomi's Ephemeris	Instance	The Minstrel's Ballad: Tsukuyomi's Pain
Darklight Choker of Casting	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Hero's Necklace of Fending	Instance	Snowcloak	Sastasha (Hard)	The Sunken Temple of Qarn (Hard)
Choker of the Divine Harvest	Instance	Hullbreaker Isle	The Tam-Tara Deepcroft (Hard)	The Stone Vigil (Hard)
Allagan Choker of Healing	Instance	The Binding Coil of Bahamut - Turn 1
Choker of Divine Death	Instance	Hullbreaker Isle	The Tam-Tara Deepcroft (Hard)	The Stone Vigil (Hard)
Hero's Necklace of Casting	Instance	Snowcloak	Sastasha (Hard)	The Sunken Temple of Qarn (Hard)
Picaroon's Armillae of Slaying	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Inferno Bangle of Aiming	Instance	The Bowl of Embers (Extreme)
Lakshmi's Bracelet of Casting	Instance	Emanation (Extreme)
Darklight Bracelet of Fending	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Yanxian Bracelets of Healing	Instance	Doma Castle
Orthodox Hairpin of Fending	Instance	The Aery
Xenobian Paladin's Bracelet	Instance	Castrum Abania
Halonic Exorcist's Hat	Instance	The Vault
Orthodox Hairpin of Maiming	Instance	The Aery
Gordian Codex	Loot	Gordian Weapon Coffer (IL 210)
Gordian Codex	Instance	Alexander - The Burden of the Father (Savage)
Baldur Codex	Instance	Neverreap	The Fractal Continuum
Valerian Wizard's Fingerless Halfgloves	Instance	Neverreap	The Fractal Continuum
Halonic Vicar's Gloves	Instance	The Vault
Sharlayan Pankratiast's Gloves	Instance	The Great Gubal Library
Halonic Priest's Gloves	Instance	The Vault
Valerian Smuggler's Earrings	Instance	Neverreap	The Fractal Continuum
Idealized Hattori Trousers	Loot	Idealized Leg Gear Coffer (IL 480)
Shadowless Trousers of Maiming	Instance	The Heroes' Gauntlet
Idealized Wicce Bottoms	Loot	Idealized Leg Gear Coffer (IL 480)
Idealized Bhikku Poleyns	Loot	Idealized Leg Gear Coffer (IL 480)
Idealized Dancer's Bottoms	Loot	Idealized Leg Gear Coffer (IL 480)
Idealized Arbatel Bottoms	Loot	Idealized Leg Gear Coffer (IL 480)
Imperial Magitek Rod	Instance	The Tower of Babil
Palaka Longpole	Instance	Vanaspati
Edenchoir Rod	Loot	Edenchoir Weapon Coffer (IL 505)
Edenchoir Rod	Instance	Eden's Verse: Refulgence (Savage)
Horse Chestnut Rod	Loot	Horse Chestnut Weapon Coffer (IL 515)
The King's Rod	Loot	Titania Weapon Coffer (IL 450)
The King's Rod	Instance	The Dancing Plague (Extreme)
Ishgardian Outrider's Earrings	Instance	The Dusk Vigil
Woad Skyraider's Earrings	Instance	Sohm Al
Dreadwyrm Earring of Casting	Instance	The Final Coil of Bahamut - Turn 1
Faded Copy of Thunder Rolls	Instance	The Striking Tree (Extreme)
Faded Copy of Down the Up Staircase	Instance	The Antitower
Faded Copy of Good King Moggle Mog XII	Instance	Thornmarch (Extreme)
Faded Copy of Out of the Labyrinth	Instance	Syrcus Tower
The Last Earring of Healing	Instance	The Dead Ends	Smileton	The Stigma Dreamscape
Ktiseos Earring of Healing	Instance	Ktisis Hyperboreia
Etheirys Earring of Aiming	Instance	The Aitiascope
Ktiseos Earring of Aiming	Instance	Ktisis Hyperboreia
Etheirys Earring of Fending	Instance	The Aitiascope
Hraesvelgr Jacket	Loot	Hraesvelgr Attire Coffer
Bonewicca Tracker's Helm	Instance	The Swallow's Compass
Valentione Emissary's Ruffled Dress	Loot	Frilled Emissary's Attire Coffer
Majestic Mogtome	Loot	Mogpon Coffer (IL 75)
Majestic Mogtome	Instance	Thornmarch (Hard)
True Grimoire of Ice	Loot	Ice Weapon Coffer (IL 110)
True Grimoire of Ice	Instance	The Akh Afah Amphitheatre (Extreme)
Obsolete Android's Boots of Casting	Instance	The Tower at Paradigm's Breach
Obsolete Android's Boots of Scouting	Instance	The Tower at Paradigm's Breach
Hi-Elixir	Instance	The Binding Coil of Bahamut - Turn 1	The Binding Coil of Bahamut - Turn 3	The Second Coil of Bahamut - Turn 3	The Second Coil of Bahamut (Savage) - Turn 3
Genji Tsutsu-hakama of Healing	Loot	Genji Tsutsu-hakama Coffer (IL 340)
Valentione Acacia Gloves	Loot	Dashing Valentione Acacia Chest
Street Handwear	Loot	Street Attire Coffer
Star Quartz Ring of Fending	Loot	Chondrite Ring Coffer (IL 545)
Ktiseos Ring of Aiming	Instance	Ktisis Hyperboreia
Ktiseos Ring of Slaying	Instance	Ktisis Hyperboreia
Bismuth Ring of Healing	Loot	Phrygian Ring Coffer (IL 533)
Palaka Ring of Aiming	Instance	Vanaspati
Imperial Ring of Casting	Instance	The Tower of Babil
Rose Lanner Whistle	Instance	Thok ast Thok (Extreme)
Boreas Whistle	Instance	The Akh Afah Amphitheatre (Extreme)
Edenmorn Ring of Aiming	Loot	Edenmorn Ring Coffer (IL 530)
Heirloom Necklace of Casting	Instance	Matoya's Relict
Shadowless Necklace of Slaying	Instance	The Heroes' Gauntlet
Iron Ore	Drop	a302fe788d1	f39c0f6d560	d273666f5e5	838473b1645	37390705715	3832b855007
Blue Zircon Earrings of Healing	Loot	Ironwood Earring Coffer (IL 539)
Augmented Crystarium Tabard of Maiming	Loot	Crystarium Gear of Maiming Coffer (IL 500)
Aurum Chasuble	Instance	The Aurum Vale
Outsider's Jacket	Loot	Outsider's Attire Coffer (IL 255)
Alexandrian Jacket of Striking	Loot	Alexandrian Chest Gear Coffer (IL 270)
Yanxian Tekko of Healing	Instance	Doma Castle
Antiquated Channeler's Armlets	Loot	Channeler's Attire Coffer (IL 290)
Valkyrie's Boots of Healing	Instance	Xelphatol	The Great Gubal Library (Hard)
Antiquated Orator's Cuffs	Loot	Orator's Attire Coffer (IL 290)
Bismuth Bracelet of Casting	Loot	Phrygian Bracelet Coffer (IL 533)
Yafaemi Sabatons of Maiming	Instance	The Weeping City of Mhach
Imperial Bracelet of Healing	Instance	The Tower of Babil
Valerian Vedette's Gloves	Instance	Castrum Abania
Star Quartz Wristband of Casting	Loot	Chondrite Bracelet Coffer (IL 545)
Lynx of Imperious Wind Flute	Instance	Storm's Crown (Extreme)
Augmented Shire Pankratiast's Earring	Loot	Shire Pankratiast's Accessories Coffer
Ruby Tide Rod	Instance	Shisui of the Violet Tides
Midan Metal Rod	Loot	Midan Weapon Coffer (IL 245)
Midan Metal Rod	Instance	Alexander - The Burden of the Son (Savage)
Staff of the Sephirot	Loot	Sephirotic Weapon Coffer (IL 220)
Staff of the Sephirot	Instance	Containment Bay S1T7 (Extreme)
Ghost Barque Earrings of Fending	Instance	The Sirensong Sea
Ghost Barque Earrings of Healing	Instance	The Sirensong Sea
Zurvanite Bow	Loot	Zurvanite Weapon Coffer (IL 265)
Zurvanite Bow	Instance	Containment Bay Z1T9 (Extreme)
Plundered Moccasins	Instance	Sastasha	The Tam-Tara Deepcroft	Copperbell Mines
Plundered Sabatons	Instance	Sastasha	The Tam-Tara Deepcroft	Copperbell Mines
Saigaskin Coat of Maiming	Loot	Phrygian Chest Gear Coffer (IL 533)
Saigaskin Jacket of Aiming	Loot	Phrygian Chest Gear Coffer (IL 533)
Edenmorn Coat of Aiming	Loot	Edenmorn Chest Gear Coffer (IL 530)
Imperial Coat of Maiming	Instance	The Tower of Babil
Manusya Coat of Fending	Instance	The Tower of Zot
Manusya Chestpiece of Scouting	Instance	The Tower of Zot
Palaka Vest of Striking	Instance	Vanaspati
Yanxian Ring of Healing	Instance	Doma Castle
Abyssos Amulet of Slaying	Loot	Abyssos Bracelet Coffer (IL 630)
Conjurer's Ring	Instance	Brayflox's Longstop
Farlander Wings of Fending	Instance	Hells' Lid	The Fractal Continuum (Hard)
Icetrap Leaf	Drop	77e1344afda	cb9d376c898
Farlander Hat of Casting	Instance	Hells' Lid	The Fractal Continuum (Hard)
Skallic Cap of Scouting	Instance	The Drowned City of Skalla
Skallic Headgear of Maiming	Instance	The Drowned City of Skalla
Edenmorn Index	Loot	Edenmorn Weapon Coffer (IL 535)
Edenmorn Index	Instance	Eden's Promise: Eternity (Savage)
Edenchoir Index	Loot	Edenchoir Weapon Coffer (IL 505)
Edenchoir Index	Instance	Eden's Verse: Refulgence (Savage)
Windswept Grimoire	Loot	Windswept Weapon Coffer (IL 615)
Windswept Grimoire	Instance	Storm's Crown (Extreme)
Mudpie	Instance	Saint Mocianne's Arboretum (Hard)
Bonewicca Necklace of Fending	Instance	The Swallow's Compass
Lakshmi's Necklace of Slaying	Instance	Emanation (Extreme)
Shadowless Ring of Slaying	Instance	The Heroes' Gauntlet
Farlander Choker of Casting	Instance	Hells' Lid	The Fractal Continuum (Hard)
Heirloom Ring of Slaying	Instance	Matoya's Relict
Void Ark Trousers of Striking	Instance	The Void Ark
Void Ark Breeches of Aiming	Instance	The Void Ark
Farlander Gauntlets of Striking	Instance	Hells' Lid	The Fractal Continuum (Hard)
Farlander Gloves of Scouting	Instance	Hells' Lid	The Fractal Continuum (Hard)
Skallic Armguards of Casting	Instance	The Drowned City of Skalla
Arhat Tekko of Striking	Instance	Ala Mhigo	Kugane Castle	The Temple of the Fist
Werewolf Body	Loot	Werewolf Attire Chest for Men	Werewolf Attire Chest for Women
Skallic Gloves of Healing	Instance	The Drowned City of Skalla
Ishgardian Historian's Ring	Instance	The Dusk Vigil
Woad Skyhunter's Ring	Instance	Sohm Al
Descent Orchestrion Roll	Instance	The Dusk Vigil
Scream Orchestrion Roll	Instance	Abyssos: The Sixth Circle	Abyssos: The Seventh Circle
Radiance Orchestrion Roll	Instance	Aglaia
Quicktongue Materia V	Instance	The Ghimlyt Dark
Quicktongue Materia V	Drop	20ded7e38dd	f8de31497bb	5a5e075ee1f	a338401e520	bb436fb2724	3ee2219573b	22177690931	8185a8ccc1f	c1ba38439f7	664cfea9f95	afbe1da058e	34ee00d5363	6d3ad608b39	a32e509a456	4088487ce1c	01cffdf3e7f	941902bc893	23b54f1c4dd	51c3e5749f6	7696dfef33d	86208077a2a	9707cb1bc85	9e289f728d9	fc62311ef07	208c5b350ca
Piety Materia VI	Instance	The Ghimlyt Dark
Piety Materia VI	Drop	a584dd4333e	192731d3af5	f8a5d1e1e43	41ebadccc6f	b2b7a5f9d51	b06b57a87f1	3e0113994a1	28b52d5fc19	ad4b3c03696	dd31bf4ab62	86446bacbea	abebda698b5	3e94c5f8b34	1b7050ff8b7	fda0cb4aa71	278fa1192e9	a7b8f3da348	7b52302dee8	2491eb03c9f	7dddb71ae98	895d214a087	5c1bba38925	8f65ad5679b	508e7ed23b2	322c342096a	5a314fbe542	d269bda526f	d34c554c9d2	5bc4aa0ed7d	93bb6a373c8	578272caebd	b9a54fd140d
Quicktongue Materia VI	Instance	The Ghimlyt Dark
Quicktongue Materia VI	Drop	a584dd4333e	192731d3af5	f8a5d1e1e43	41ebadccc6f	b2b7a5f9d51	b06b57a87f1	3e0113994a1	28b52d5fc19	ad4b3c03696	dd31bf4ab62	86446bacbea	abebda698b5	3e94c5f8b34	1b7050ff8b7	fda0cb4aa71	278fa1192e9	a7b8f3da348	7b52302dee8	2491eb03c9f	7dddb71ae98	895d214a087	5c1bba38925	8f65ad5679b	508e7ed23b2	322c342096a	5a314fbe542	d269bda526f	d34c554c9d2	5bc4aa0ed7d	93bb6a373c8	578272caebd	b9a54fd140d
Battledance Materia VII	Instance	Amaurot	The Twinning	Akadaemia Anyder	The Grand Cosmos	Anamnesis Anyder	The Heroes' Gauntlet	Matoya's Relict	Paglth'an
Battledance Materia VII	Drop	b4679c8b8e3	655526b5755	58f981f5720	65c798bf87a	376d1c2796f	57298cfc712	f68bdecb94a	f27f7b56500	c880cfca2ad	5e281e181bc	8dc2d28b49e	1665b6414dc	686f66e1780	a57dafa039d	c4eb5d26fd1	726ee58095d	1dd0d55d795	0c045db8b74	e5ea16d5d1c	07929b8f378	f329e4ae4cf	cfc217ecc5a	14684a23ffd	561f8d85d27	ba4e2264764	10eca15a99a	f88d78fb333	d670a4c2794	258a0bd9790	047ae559fcb	cb1fbdf375c	375add430e3	4b0f6601bd1
Quicktongue Materia IX	Instance	The Aitiascope	The Dead Ends	Smileton	The Stigma Dreamscape	Alzadaal's Legacy	The Fell Court of Troia	Lapis Manalis	The Aetherfont
Quicktongue Materia IX	Drop	c03ba41c1b1	69c2699692f	4ec0d4dc0bc	58f1fa4a1cf	556cdc0e64c	9e8e21c7f90	0089b2487fc	fd497042490	0a9cc77988a	eb9c42d8431	a381c428036	f3b3f5bdc91	d2483f25b5e	9bc8eb5c5ad	09087a828ad	7b2314745ef	e8fdeaf8b5d	185dee0ef1f	ba6cea5286b	97954ece4e4	c6cc631b531	bc62a333758	ea1a9710dab
Idealized Kasuga Zori	Loot	Idealized Foot Gear Coffer (IL 480)
Skysteel Pickaxe	Loot	Skysteel Prototype Coffer
Dai-ryumyaku Earring of Casting	Loot	Dai-ryumyaku Accessories of Casting Coffer (IL 370)
YoRHa Type-53 Thighboots of Casting	Instance	The Puppets' Bunker
Royal Volunteer's Earrings of Fending	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Diamond Earring of Aiming	Loot	Diamond Earring Coffer (IL 370)
Idealized Dancer's Shoes	Loot	Idealized Foot Gear Coffer (IL 480)
Idealized Gunslinger's Thighboots	Loot	Idealized Foot Gear Coffer (IL 480)
Royal Volunteer's Earrings of Slaying	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Idealized Chevalier's Sollerets	Loot	Idealized Foot Gear Coffer (IL 480)
Idealized Hattori Kyahan	Loot	Idealized Foot Gear Coffer (IL 480)
Plague Bringer's Mask	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Filibuster's Earring of Healing	Instance	Baelsar's Wall	Sohm Al (Hard)
Peacelover's Hat	Loot	Peacelover's Attire Coffer
Cashmere Poncho	Loot	Cashmere Attire Coffer
Koga Hatsuburi	Loot	Koga Garb Coffer (IL 90)
Archfiend Breeches	Loot	Archfiend Attire Coffer
Aldgoat Chuck	Drop	53babdc1a06	cd77ccc39f6	e171f552c51	8a7671c2cb3	d578407b1dc	cef8758114d	92ce0ca9917
Ovibos Milk	Drop	ec768cc4ad8
Raptor Shank	Drop	ae85b0aefae	850f5e4cab9	092e4d4a5ba	0b2b5af9dcf	002c4f04572
Orobon Liver	Drop	be41d8511e1	644a1a626c0	a924ad05941
Rail Tenderloin	Drop	67656f9e53c
Halonic Exorcist's Bracelets	Instance	The Vault
Woad Skywicce's Bangle	Instance	Sohm Al
Orthodox Bracelet of Fending	Instance	The Aery
Orthodox Bracelet of Aiming	Instance	The Aery
Augmented Hailstorm Bottoms of Healing	Loot	Hailstorm Attire of Healing Coffer (IL 240)
